qstandbrooked1@nsu.edu,8228-7496-1,69572639,737924
cgrininch@nsu.edu,8228-7496-1,29912892,891537
chatchettelo@nsu.edu,8228-7496-1,87641576,802664
kurwenmk@nsu.edu,8228-7496-1,96141496,925683
pwareingf9@nsu.edu,8228-7496-1,12012203,808082
lwebberro@nsu.edu,8228-7496-1,31792550,613475
lborgnee0@nsu.edu,8228-7496-1,47845128,263844
moakhillij@nsu.edu,8228-7496-1,71004476,173831
cregardsoefz@nsu.edu,8228-7496-1,57588541,719378
cinesonpw@nsu.edu,8228-7496-1,63605915,780128
elindebergh8@nsu.edu,8228-7496-1,36249392,772975
tplaisterny@nsu.edu,8228-7496-1,95827172,801168
cshinnp3@nsu.edu,8228-7496-1,29798217,686779
mdepietrim@list-manage.com,8228-7496-1,72216583,372490
hnoel2a@bloglines.com,8228-7496-1,97637929,248445
ariochqa@nsu.edu,8228-7496-1,29431709,106891
wcristofanoid@nsu.edu,8228-7496-1,42616506,563254
zcorssenm9@nsu.edu,8228-7496-1,21160789,386607
rkerneb0@nsu.edu,8228-7496-1,94798797,406392
npartkyaod@nsu.edu,8228-7496-1,11204463,516377
mtaggett9k@nsu.edu,8228-7496-1,93474186,592144
qmawbyqd@nsu.edu,8228-7496-1,88574797,801034
divantsovgz@nsu.edu,8228-7496-1,23660525,947367
ggricebj@nsu.edu,8228-7496-1,39723155,804857
bsawdonni@nsu.edu,8228-7496-1,21565572,471794
sskinleyaa@nsu.edu,8228-7496-1,75050467,297881
asheppardg@google.nl,8228-7496-1,53715146,532241
sgreensmith18@vkontakte.ru,8228-7496-1,16334938,569217
flowensohnfc@nsu.edu,8228-7496-1,85197487,618399
cthumann4h@nsu.edu,8228-7496-1,59698952,25441
jkittel3d@nsu.edu,8228-7496-1,80781356,283160
pbowsher2u@nsu.edu,8228-7496-1,32621638,446592
wtheusscf@nsu.edu,8228-7496-1,75876935,510051
tbuncomp@stumbleupon.com,8228-7496-1,20255890,40636
akikke71@nsu.edu,8228-7496-1,47421297,594845
eeland93@nsu.edu,8228-7496-1,98779138,352641
shollow7p@nsu.edu,8228-7496-1,76759491,775427
pdewdenyle@nsu.edu,8228-7496-1,96105961,933535
meddington5e@nsu.edu,8228-7496-1,59692944,758965
ogorker3@nsu.edu,8228-7496-1,34332545,766117
vudden1y@phoca.cz,8228-7496-1,56910349,163405
ascneidergi@nsu.edu,8228-7496-1,45431345,553394
